,NameOfJob,NameOfBusiness,Location,JobType,Salary,Skills,WorkType,Duration,URL
345,Engineering Software Industrial Placement,Mercedes-AMG PETRONAS Formula One Team,Brackley,Software Engineer,0,"['passion', 'analytical', 'r', 'python', 'degree', 'masters']",empty,Full-time,4301329565
346,Junior/Mid Software Engineer,Mytos,London,Software Engineer,0,"['postgresql', 'aws', 'react', 'typescript', 'web development', 'innovation', 'python', 'c', 'collaboration']",empty,Full-time,4294813266
347,Software Developer (Virtual Auctions),Cox Automotive Europe,Manchester,Software Engineer,0,"['azure', 'agile', 'react', 'aws', 'html', 'github', 'css', 'sql', 'c', 'docker']",Hybrid,Full-time,4296741158
348,Associate Software Engineer,Ultromics,Oxford,Software Engineer,0,"['spark', 'ai', 'analytical', 'machine learning', 'c#', 'agile', 'c', 'degree']",Hybrid,Full-time,4296736042
349,Technology Developer Summer Internship Programme 2,Barclays,Glasgow,Software Engineer,0,"['ai', 'passion', 'machine learning', 'collaboration']",empty,Internship,4299547523
350,Junior Software Engineer,Heartfelt Technologies Ltd,Cambridge,Software Engineer,35000.0,"['ai', 'analytical', 'typescript', 'python', 'c', 'degree']",On-site,Full-time,4257681445
351,Junior DevOps Engineer,Sparta Global,Newcastle Upon Tyne,Software Engineer,0,"['python', 'passion', 'collaboration', 'innovation']",empty,Full-time,4281947929
352,Software Developer - Node JS,Club L London,Manchester,Software Engineer,0,"['bi', 'ambitious', 'aws', 'react', 'collaboration']",On-site,Full-time,4297031306
353,Software Developer,Wellcome Sanger Institute,Hinxton,Software Engineer,0,"['python', 'gitlab', 'degree', 'react']",Hybrid,Full-time,4291798526
354,DevOps Engineer,Accu,Holmfirth,Software Engineer,0,"['problem solver', 'aws', 'html', 'css', 'ci/cd']",empty,Full-time,4293219054
355,Graduate Software Developer,Dorset Software,Edinburgh,Software Engineer,0,"['passion', 'degree']",On-site,Full-time,4264281905
356,Full Stack Software Engineer,Octopus Energy,United Kingdom,Software Engineer,0,"['postgresql', 'ai', 'aws', 'react', 'typescript', 'python', 'degree']",Remote,Full-time,4293765420
357,Frontend Developer (Shopify),IDHL,Leeds,Software Engineer,40500.0,"['html', 'ambitious', 'passion', 'css']",Hybrid,Full-time,4294571503
358,Frontend Developer (Shopify),IDHL,Leeds,Software Engineer,40500.0,"['html', 'ambitious', 'passion', 'css']",Hybrid,Full-time,4294571503
359,Mid/Senior Laravel Developer (Remote),Hilbert Investment Solutions,London,Software Engineer,0,"['azure', 'aws', 'mysql', 'react', 'sql', 'ci/cd', 'docker']",Remote,Full-time,4261759177
360,Mid/Senior Laravel Developer (Remote),Hilbert Investment Solutions,London,Software Engineer,0,"['azure', 'aws', 'mysql', 'react', 'sql', 'ci/cd', 'docker']",Remote,Full-time,4261759177
361,Data Engineer - Level 5 Apprenticeship,Graphics Unlimited (Vic) Pty Ltd,Leeds,Software Engineer,0,"['python', 'aws', 'innovation']",Hybrid,Internship,4297039154
362,Data Engineer - Level 5 Apprenticeship,Graphics Unlimited (Vic) Pty Ltd,Leeds,Software Engineer,0,"['python', 'aws', 'innovation']",Hybrid,Internship,4297039154
363,QA Engineer,dnata,Preston,Software Engineer,0,"['degree', 'analytical', 'agile']",empty,Full-time,4299153317
364,QA Engineer,dnata,Preston,Software Engineer,0,"['degree', 'analytical', 'agile']",empty,Full-time,4299153317
365,Senior Web Developer (Remote),African Development Choices,London,Software Engineer,0,"['html', 'passion', 'css', 'web development']",Remote,Volunteer,4296999214
366,Senior Web Developer (Remote),African Development Choices,London,Software Engineer,0,"['html', 'passion', 'css', 'web development']",Remote,Volunteer,4296999214
367,Software Engineer Intern,Aquatic Capital Management,London Area,Software Engineer,0,"['python', 'ambitious', 'c', 'machine learning']",On-site,Internship,4290849842
368,Software Engineer Intern,Aquatic Capital Management,London Area,Software Engineer,0,"['python', 'ambitious', 'c', 'machine learning']",On-site,Internship,4290849842
369,Graduate Software Engineer,BAE Systems,England,Software Engineer,0,"['degree', 'innovation']",On-site,Full-time,4301686848
370,Graduate Software Engineer,BAE Systems,England,Software Engineer,0,"['degree', 'innovation']",On-site,Full-time,4301686848
371,Software Engineering Intern (Data Platform) - Summ,XTX Markets,London Area,Software Engineer,0,"['typescript', 'machine learning']",On-site,Internship,4292779683
372,Software Engineering Intern (Data Platform) - Summ,XTX Markets,London Area,Software Engineer,0,"['typescript', 'machine learning']",On-site,Internship,4292779683
373,Expressions of interest (UK),Octopus Deploy,Greater London,Software Engineer,0,['agile'],Remote,Full-time,4196956685
374,Expressions of interest (UK),Octopus Deploy,Greater London,Software Engineer,0,['agile'],Remote,Full-time,4196956685
375,Backend Engineer – Remote,The Flex,Liverpool,Software Engineer,0,"['analytical', 'ambitious', 'aws', 'innovation', 'python', 'ci/cd', 'collaboration']",Remote,Full-time,4301504967
376,Embedded Systems Development,Celestia Technologies,Riccarton,Software Engineer,0,['c'],On-site,Full-time,4295316305
377,Junior DevOps Engineer,Sparta Global,Liverpool,Software Engineer,0,"['python', 'passion', 'collaboration', 'innovation']",empty,Full-time,4281949665
378,Software Developers & Programming Specialist - AI ,Invisible Expert Marketplace,Wideopen,Software Engineer,0,"['ai', 'degree', 'innovation']",Remote,Contract,4247398749
379,Graduate Software Engineer,Bending Spoons,Edinburgh,Software Engineer,0,"['python', 'ci/cd', 'ambitious', 'docker']",Hybrid,Full-time,4298633240
380,Web Application Developer,Walt Disney World,London,Software Engineer,0,"['asp.net', 'agile', 'html', 'excel', 'gitlab', 'css', 'innovation', 'sql', 'ci/cd', 'c']",On-site,Full-time,4296613127
381,Data Engineer - Level 5 Apprenticeship,Graphics Unlimited (Vic) Pty Ltd,Sheffield,Software Engineer,0,"['python', 'aws', 'innovation']",Hybrid,Internship,4297019985
382,Go Developer,Perkbox,United Kingdom,Software Engineer,0,"['ai', 'passion', 'azure', 'aws', 'agile', 'mysql', 'react', 'ci/cd', 'docker']",Remote,Full-time,4298390655
383,Go Developer,Perkbox,United Kingdom,Software Engineer,0,"['ai', 'passion', 'azure', 'aws', 'agile', 'mysql', 'react', 'ci/cd', 'docker']",Remote,Full-time,4298390655
384,E-Commerce DevOps Engineer,FGH (Freemans Grattan Holdings),Bradford,Software Engineer,0,"['passion', 'problem solver', 'ambitious', 'agile', 'innovation', 'ci/cd', 'c']",Hybrid,Full-time,4295955777
385,E-Commerce DevOps Engineer,FGH (Freemans Grattan Holdings),Bradford,Software Engineer,0,"['passion', 'problem solver', 'ambitious', 'agile', 'innovation', 'ci/cd', 'c']",Hybrid,Full-time,4295955777
386,Dotnet Developer,Superdrug,London Area,Software Engineer,0,"['degree', 'ci/cd', 'agile', 'azure']",Hybrid,Full-time,4299553027
387,Dotnet Developer,Superdrug,London Area,Software Engineer,0,"['degree', 'ci/cd', 'agile', 'azure']",Hybrid,Full-time,4299553027
388,Software Graduate Scheme,AtkinsRéalis,West Midlands,Software Engineer,0,"['spark', 'passion', 'agile']",Hybrid,Full-time,4298397593
389,Software Graduate Scheme,AtkinsRéalis,West Midlands,Software Engineer,0,"['spark', 'passion', 'agile']",Hybrid,Full-time,4298397593
390,Embedded Software Engineer,Spire,Glasgow,Software Engineer,0,"['python', 'degree']",empty,Full-time,4255584864
391,Embedded Software Engineer,Spire,Glasgow,Software Engineer,0,"['python', 'degree']",empty,Full-time,4255584864
392,Gameplay Programmer Intern,Epic Games,Greater London,Software Engineer,0,"['c', 'c++', 'react']",On-site,Full-time,4286191036
393,Gameplay Programmer Intern,Epic Games,Greater London,Software Engineer,0,"['c', 'c++', 'react']",On-site,Full-time,4286191036
394,Graduate Software Engineer,Haystack,Greater Bristol Area,Software Engineer,33750.0,['degree'],Hybrid,Full-time,4301352609
395,Graduate Software Engineer,Haystack,Greater Bristol Area,Software Engineer,33750.0,['degree'],Hybrid,Full-time,4301352609
396,Summer Intern Software Engineer,BAE Systems,East Riding Of Yorkshire,Software Engineer,0,['degree'],Hybrid,Full-time,4300863763
397,Associate Software Engineer - Energy,Utility Warehouse,London,Software Engineer,0,"['aws', 'react', 'agile', 'typescript', 'excel', 'python', 'collaboration']",Hybrid,Full-time,4299750978
398,Work at Scarlet,Scarlet,London,Software Engineer,0,"['ai', 'innovation']",80000.0,Full-time,4278225418
399,Firmware and Electronics Engineer,Paxton Access Ltd,Eastbourne,Software Engineer,45000.0,"['python', 'c', 'collaboration']",Remote,Full-time,4297132670
400,"Junior Mid Full Stack Developer, AD WARRIOR",Guardian Jobs,Manchester,Software Engineer,0,"['passion', 'problem solver', 'relational databases', 'agile', 'mysql', 'html', 'css', 'web development', 'collaboration']",On-site,Full-time,4295114088
401,Junior Software Engineer,Xiatech,London Area,Software Engineer,0,"['ai', 'passion', 'analytical', 'problem solver', 'aws', 'degree']",Hybrid,Full-time,4301746738
402,Front End Developer Specialist,Invisible Expert Marketplace,Wideopen,Software Engineer,0,"['typescript', 'react']",Remote,Contract,4296663955
403,Software Engineer (Intern),Naptha AI,London,Software Engineer,0,"['python', 'ai', 'ml']",empty,Remote,4151319483
404,"Graduate Software Engineer - Projects, Linux SQL L",3Dnet,Leeds,Software Engineer,0,"['c', 'degree', 'sql']",On-site,Full-time,4300984773
405,Software Engineer,Bede Gaming,Newcastle Upon Tyne,Software Engineer,0,"['azure', 'c#', 'typescript', 'sql', 'github', 'innovation', 'c']",Hybrid,Full-time,4297751168
406,Senior Frontend Engineer – Usage Ingestion (m/f/d),ICE,United Kingdom,Software Engineer,0,"['aws', 'react', 'typescript', 'github', 'css', 'collaboration']",Remote,Full-time,4271002775
407,Data Engineer,The New Inquiry,City Of London,Software Engineer,0,"['python', 'ambitious', 'sql', 'azure']",Hybrid,Full-time,4299492634
408,Data Engineer,The New Inquiry,City Of London,Software Engineer,0,"['python', 'ambitious', 'sql', 'azure']",Hybrid,Full-time,4299492634
409,Software Engineer (.NET/C#),Halfords,Greater Portsmouth Area,Software Engineer,0,"['postgresql', 'passion', 'azure', 'relational databases', 'agile', 'aws', 'innovation', 'c']",55000,Full-time,4298732815
410,Software Engineer (.NET/C#),Halfords,Greater Portsmouth Area,Software Engineer,0,"['postgresql', 'passion', 'azure', 'relational databases', 'agile', 'aws', 'innovation', 'c']",55000,Full-time,4298732815
411,Shopify Developer,That Works Agency - Shopify Plus Partner,United Kingdom,Software Engineer,0,['bi'],Remote,Full-time,4294106020
412,Shopify Developer,That Works Agency - Shopify Plus Partner,United Kingdom,Software Engineer,0,['bi'],Remote,Full-time,4294106020
413,Software Engineer - Rust,Nando's UK & IRE,London Area,Software Engineer,0,"['typescript', 'agile', 'react']",Hybrid,Full-time,4265420772
414,Software Engineer - Rust,Nando's UK & IRE,London Area,Software Engineer,0,"['typescript', 'agile', 'react']",Hybrid,Full-time,4265420772
415,Software Engineer .NET Cloud,Blatchford,Basingstoke,Software Engineer,0,"['asp.net', 'agile', 'r', 'html', 'sql', 'css', 'c', 'degree']",Hybrid,Full-time,4256036647
416,Software Engineer .NET Cloud,Blatchford,Basingstoke,Software Engineer,0,"['asp.net', 'agile', 'r', 'html', 'sql', 'css', 'c', 'degree']",Hybrid,Full-time,4256036647
417,Associate Programmer,Omnicom Health,Bollington,Software Engineer,0,"['analytical', 'html', 'css', 'web development', 'degree']",Hybrid,Full-time,4271434357
418,Associate Programmer,Omnicom Health,Bollington,Software Engineer,0,"['analytical', 'html', 'css', 'web development', 'degree']",Hybrid,Full-time,4271434357
419,Engineering Graduate Programme (Fullstack),LSEG,City Of London,Software Engineer,0,"['passion', 'agile', 'degree', 'innovation', 'python', 'c', 'masters']",Hybrid,Full-time,4300447380
420,Engineering Graduate Programme (Fullstack),LSEG,City Of London,Software Engineer,0,"['passion', 'agile', 'degree', 'innovation', 'python', 'c', 'masters']",Hybrid,Full-time,4300447380
421,Embedded Software Developer,Smartbox Assistive Technology,Bristol,Software Engineer,0,"['passion', 'innovation', 'python', 'c', 'collaboration']",Hybrid,Full-time,4295437803
422,Embedded Software Developer,Smartbox Assistive Technology,Bristol,Software Engineer,0,"['passion', 'innovation', 'python', 'c', 'collaboration']",Hybrid,Full-time,4295437803
423,"Hardware Internship Program - Edinburgh, On-site",Nethermind,Edinburgh,Software Engineer,0,"['innovation', 'machine learning', 'ml']",On-site,Full-time,4288908086
424,"Hardware Internship Program - Edinburgh, On-site",Nethermind,Edinburgh,Software Engineer,0,"['innovation', 'machine learning', 'ml']",On-site,Full-time,4288908086
425,Machine Learning Intern,Hireshire,United Kingdom,Data Scientist,0,"['bi', 'ai', 'power bi', 'analytical', 'data analysis', 'tableau', 'azure', 'matplotlib', 'aws', 'sql', 'ml', 'pandas', 'python', 'numpy', 'github', 'docker']",Remote,Internship,4299548570
426,Junior Data Engineer - Revenue Platform,Spotify,London,Data Scientist,0,['agile'],empty,Full-time,4296657850
427,Data Analyst Internship,Stratx,London Area,Data Scientist,0,"['power bi', 'bi', 'data analysis', 'tableau', 'analytical', 'machine learning', 'azure', 'aws', 'excel', 'sql', 'pandas', 'numpy', 'python', 'data visualisation', 'degree']",Remote,Internship,4301689766
428,Associate Data Scientist - Intern,Monzo Bank,London,Data Scientist,0,"['ai', 'passion', 'machine learning', 'sql', 'data visualisation', 'python', 'degree']",Hybrid,Full-time,4301319759
429,Software Engineer,Michael Page,England,Data Scientist,55000.0,"['python', 'ai', 'aws', 'typescript']",Remote,Full-time,4299401630
430,Machine Learning Internship,Speechmatics,London,Data Scientist,0,"['ai', 'machine learning', 'ambitious', 'pytorch', 'tensorflow', 'ml', 'innovation', 'python', 'degree']",Hybrid,Internship,4234288018
431,Trainee Financial Accountant,PUMA Group,Manchester,Data Scientist,0,"['excel', 'passion']",empty,Full-time,4300195280
432,Prompt Engineer (Remote),Lion Group,United Kingdom,Data Scientist,0,"['ai', 'analytical', 'llm', 'nlp', 'ml', 'python', 'degree']",Remote,Full-time,4300078462
433,Prompt Engineer (Remote),Lion Group,United Kingdom,Data Scientist,0,"['ai', 'analytical', 'llm', 'nlp', 'ml', 'python', 'degree']",Remote,Full-time,4300078462
434,Data Intelligence Graduate Scheme,AtkinsRéalis,Greater London,Data Scientist,0,"['spark', 'passion', 'agile']",Hybrid,Full-time,4298684579
435,Data Intelligence Graduate Scheme,AtkinsRéalis,Greater London,Data Scientist,0,"['spark', 'passion', 'agile']",Hybrid,Full-time,4298684579
436,Clinical Research Coordinator,Civia Health,Manchester,Data Scientist,0,"['degree', 'collaboration', 'innovation']",On-site,Full-time,4301387803
437,Clinical Research Coordinator,Civia Health,Manchester,Data Scientist,0,"['degree', 'collaboration', 'innovation']",On-site,Full-time,4301387803
438,"Founding AI Engineer, Fira",Fira,London,Data Scientist,100000.0,"['python', 'ai', 'llm', 'typescript']",On-site,Full-time,4259948230
439,"Founding AI Engineer, Fira",Fira,London,Data Scientist,100000.0,"['python', 'ai', 'llm', 'typescript']",On-site,Full-time,4259948230
440,Entry Level Grad Scheme,Pareto,London,Data Scientist,42500.0,['degree'],Remote,Full-time,4288788506
441,Entry Level Grad Scheme,Pareto,London,Data Scientist,42500.0,['degree'],Remote,Full-time,4288788506
442,Medical Communications Graduate Scheme,"Nucleus Global, an Inizio Company",Manchester,Data Scientist,0,"['passion', 'degree', 'innovation']",On-site,Full-time,4296472260
443,Project Management Internship at Private Equity In,Private Equity Insights,London,Data Scientist,0,['analytical'],On-site,Contract,4068286265
444,L'Oréal Summer Internship 2026 - Register Your Int,L'Oréal,London,Data Scientist,0,[],On-site,Full-time,4298397651
445,Express your interest,Signal,London,Data Scientist,0,[],Hybrid,Full-time,4281967961
446,Express your interest,Signal,London,Data Scientist,0,[],Hybrid,Full-time,4281967961
447,2026 Graduate Talent Program - Wealth Management –,UBS,London,Data Scientist,0,"['ambitious', 'degree', 'collaboration', 'ai']",On-site,Full-time,4293499313
448,2026 Graduate Talent Program - Wealth Management –,UBS,London,Data Scientist,0,"['ambitious', 'degree', 'collaboration', 'ai']",On-site,Full-time,4293499313
449,Creative Internship,Print Magazine,London,Data Scientist,0,['spark'],Remote,Internship,4300914964
450,Data Science Intern,WillHire,United Kingdom,Data Scientist,0,"['bi', 'power bi', 'analytical', 'data analysis', 'tableau', 'azure', 'matplotlib', 'aws', 'sql', 'ml', 'pandas', 'python', 'numpy', 'github', 'docker']",Remote,Internship,4299538687
451,"Software Engineer, Summer Intern Uk",Bending Spoons,London,Data Scientist,0,"['python', 'ci/cd', 'ambitious', 'docker']",Hybrid,Internship,4301600349
452,Data and Technology Graduate Programme,Women in Data®,London Area,Data Scientist,0,"['degree', 'ai', 'agile', 'machine learning']",Hybrid,Full-time,4299214676
453,Intern / Apprentice,"NTT DATA, Inc.",Warrington,Data Scientist,0,"['ai', 'passion', 'analytical', 'r']",On-site,Full-time,4282284758
454,Data & Analytics Graduate Programme,FDM Group,Leeds,Data Scientist,0,"['bi', 'sql', 'degree', 'machine learning']",Hybrid,Full-time,4292739890
455,"Software Engineer Intern, Developer Tools (2026) (",Figma,London,Data Scientist,0,"['ai', 'react', 'typescript', 'python', 'c', 'collaboration']",empty,Internship,4297193980
456,Communications & Marketing Officer,West Yorkshire Combined Authority,Leeds,Data Scientist,0,[],empty,Full-time,4292963585
457,Data Entry – Document data capturing – Entry Level,UST,Nottingham,Data Scientist,0,[],empty,Full-time,4233421970
458,Data Entry – Document data capturing – Entry Level,UST,Nottingham,Data Scientist,0,[],empty,Full-time,4233421970
459,Clinical Research Coordinator,Civia Health,St Helens,Data Scientist,0,"['degree', 'collaboration', 'innovation']",On-site,Full-time,4301600538
460,Clinical Research Coordinator,Civia Health,St Helens,Data Scientist,0,"['degree', 'collaboration', 'innovation']",On-site,Full-time,4301600538
461,Supply Chain Graduate Scheme Year 2025,Mondelēz International,Birmingham,Data Scientist,0,"['bi', 'passion', 'problem solver', 'ambitious', 'agile', 'degree']",empty,Full-time,4299793397
462,Supply Chain Graduate Scheme Year 2025,Mondelēz International,Birmingham,Data Scientist,0,"['bi', 'passion', 'problem solver', 'ambitious', 'agile', 'degree']",empty,Full-time,4299793397
463,Chief Revenue Officer - Crypto Exchange,Park Brown International,EMEA,Data Scientist,0,[],Remote,Full-time,4301697787
464,Chief Revenue Officer - Crypto Exchange,Park Brown International,EMEA,Data Scientist,0,[],Remote,Full-time,4301697787
465,Complaints Advisor - 10th November 2025,Monzo Bank,London,Data Scientist,0,['ai'],Remote,Full-time,4293825957
466,Complaints Advisor - 10th November 2025,Monzo Bank,London,Data Scientist,0,['ai'],Remote,Full-time,4293825957
467,Delivery Consultant,Solirius Reply,London,Data Scientist,0,"['passion', 'ambitious', 'agile', 'excel', 'collaboration']",On-site,Full-time,4283413794
468,Delivery Consultant,Solirius Reply,London,Data Scientist,0,"['passion', 'ambitious', 'agile', 'excel', 'collaboration']",On-site,Full-time,4283413794
469,Library & Archives - Archivist (Harland & Wolff),National Museums NI,Holywood,Data Scientist,0,['r'],On-site,Full-time,4301902134
470,Purchasing Manager,Leprino UK & EU,Magherafelt,Data Scientist,0,"['data analysis', 'degree']",On-site,Full-time,4212812652
471,Graduate Business,Target Strategies,Manchester,Data Scientist,0,['ambitious'],On-site,Full-time,4300021044
472,Clinical Trial Coordinator - Cambridge/Glasgow,Thermo Fisher Scientific,Bellshill,Data Scientist,0,"['excel', 'degree', 'innovation']",On-site,Full-time,4299983238
473,Clinical Trial Coordinator - Cambridge/Glasgow,Thermo Fisher Scientific,Bellshill,Data Scientist,0,"['excel', 'degree', 'innovation']",On-site,Full-time,4299983238
474,Laboratory Chemist,Thermulon,London,Data Scientist,33500.0,"['analytical', 'r']",On-site,Full-time,4291890557
475,Data Scientist,BBC,Salford,Data Scientist,0,"['ai', 'machine learning', 'mlops', 'ml', 'python', 'c']",Hybrid,Full-time,4293948954
476,Artificial Intelligence Intern,Hireshire,United Kingdom,Data Scientist,0,"['bi', 'power bi', 'analytical', 'data analysis', 'tableau', 'azure', 'matplotlib', 'aws', 'sql', 'ml', 'pandas', 'python', 'numpy', 'github', 'docker']",Remote,Internship,4299548566
477,Data Scientist - Platform & Partner Experience,Spotify,London,Data Scientist,0,"['analytical', 'sql', 'data visualisation', 'python', 'degree']",empty,Full-time,4302005879
478,Data and Technology Graduate Programme,EDF (UK),London,Data Scientist,0,"['degree', 'ai', 'agile', 'machine learning']",Hybrid,Full-time,4299209114
479,Graduate Data Scientist,United Utilities,Warrington,Data Scientist,0,"['analytical', 'machine learning', 'sql', 'innovation', 'data visualisation', 'python', 'degree', 'collaboration']",On-site,Full-time,4300889057
480,Machine Learning Internship,Speechmatics,Cambridge,Data Scientist,0,"['ai', 'machine learning', 'ambitious', 'pytorch', 'tensorflow', 'ml', 'innovation', 'python', 'degree']",Hybrid,Internship,4234282821
481,Data Scientist,Alpine Formula One Team,Enstone,Data Scientist,0,"['passion', 'machine learning', 'azure', 'pytorch', 'docker', 'pandas', 'numpy', 'github', 'python', 'c', 'degree', 'collaboration']",empty,Full-time,4301367451
482,Graduate Software Engineer,Port of London Authority,Gravesend,Data Scientist,0,"['relational databases', 'degree']",On-site,Full-time,4301698103
483,Graduate Software Engineer,Port of London Authority,Gravesend,Data Scientist,0,"['relational databases', 'degree']",On-site,Full-time,4301698103
484,Associate Software Engineer - Intern,Monzo Bank,London,Data Scientist,0,"['ai', 'passion', 'aws', 'react', 'degree', 'docker']",On-site,Full-time,4301309975
485,Associate Software Engineer - Intern,Monzo Bank,London,Data Scientist,0,"['ai', 'passion', 'aws', 'react', 'degree', 'docker']",On-site,Full-time,4301309975
486,Graduate Trading Scheme,SmartestEnergy UK,London,Data Scientist,0,[],Hybrid,Full-time,4300857850
487,Graduate Trading Scheme,SmartestEnergy UK,London,Data Scientist,0,[],Hybrid,Full-time,4300857850
488,Bioinformatician / Senior Bioinformatician (Crossl,Cambridge Service Alliance,Cambridge,Data Scientist,0,"['ai', 'data analysis', 'r']",On-site,Full-time,4292994280
489,Bioinformatician / Senior Bioinformatician (Crossl,Cambridge Service Alliance,Cambridge,Data Scientist,0,"['ai', 'data analysis', 'r']",On-site,Full-time,4292994280
490,Volunteer Map/GIS consultant | Hackney Society,The Hackney Society,London,Data Scientist,0,"['data analysis', 'web development']",Remote,Volunteer,4295585493
491,Volunteer Map/GIS consultant | Hackney Society,The Hackney Society,London,Data Scientist,0,"['data analysis', 'web development']",Remote,Volunteer,4295585493
492,General Interest - UK-based positions,Portal Biotech,London,Data Scientist,0,[],Hybrid,Full-time,4268765498
493,General Interest - UK-based positions,Portal Biotech,London,Data Scientist,0,[],Hybrid,Full-time,4268765498
494,Procurement Manager,SoTalent,Greater London,Data Scientist,0,"['analytical', 'collaboration', 'innovation']",Hybrid,Full-time,4299970616
495,Procurement Manager,SoTalent,Greater London,Data Scientist,0,"['analytical', 'collaboration', 'innovation']",Hybrid,Full-time,4299970616
496,Student Placement – Multiple Roles - 2026/2027,Counter Terrorism Policing,London,Data Scientist,0,[],On-site,Full-time,4299763698
497,Shell Graduate Programme 2026 - United Kingdom,Shell,London,Data Scientist,0,"['c', 'degree', 'passion']",On-site,Full-time,4298381440
498,Marketing Programmes Analyst,Kia UK Limited,Walton-On-Thames,Data Scientist,0,"['excel', 'analytical']",Hybrid,Full-time,4297868234
499,HALO Trust Intern,The HALO Trust,United Kingdom,Data Scientist,0,[],Remote,Internship,4300876720
500,Graduate Software Engineer,Port of London Authority,London,Data Scientist,35300,"['relational databases', 'degree']",On-site,Full-time,4301725966
501,Trading Assistant,Sainsbury's,Sheffield,Data Scientist,0,['passion'],empty,Part-time,4300311718
502,College Graduates - Full-Time - Junior Quantitativ,Old Mission,London,Data Scientist,0,"['python', 'c', 'degree', 'r']",empty,Full-time,4266351976
503,Business Development Graduate,Resolve Solutions,Manchester,Data Scientist,0,['ambitious'],On-site,Full-time,4300847142
504,Life Events Advisor (Vulnerable Customers),Monzo Bank,United Kingdom,Data Scientist,0,[],Remote,Full-time,4297189400
505,Web & Digital Media Officer,West Yorkshire Combined Authority,Leeds,Data Scientist,0,[],empty,Full-time,4297550427
506,Board Trustee,DHL UK Foundation ,Greater London,Data Scientist,0,[],Hybrid,Volunteer,4300870405
507,Summer Intern | Financial Economics (2026 Start),Compass Lexecon,London Area,Data Scientist,0,"['excel', 'analytical', 'degree', 'ai']",Hybrid,Internship,4300911555
508,Summer Intern | Financial Economics (2026 Start),Compass Lexecon,London Area,Data Scientist,0,"['excel', 'analytical', 'degree', 'ai']",Hybrid,Internship,4300911555
509,Trainee Traffic Operator,Maritime Transport Ltd,Wakefield,Data Scientist,0,[],On-site,Full-time,4297406290
510,Trainee Traffic Operator,Maritime Transport Ltd,Wakefield,Data Scientist,0,[],On-site,Full-time,4297406290
511,Technical Author,Send,London Area,Data Scientist,57500.0,"['c', 'passion', 'agile']",Hybrid,Full-time,4275625772
512,Technical Author,Send,London Area,Data Scientist,57500.0,"['c', 'passion', 'agile']",Hybrid,Full-time,4275625772
513,Graduate Roles,IRIS Software Group,Manchester Area,Data Scientist,0,['collaboration'],On-site,Full-time,4273346398
514,Graduate Economic Analyst- Manchester - 2026 Gradu,Pegasus Group,Manchester,Data Scientist,0,"['passion', 'analytical', 'degree', 'innovation']",empty,Full-time,4301781458
515,Junior Campaign Executive - Entry Level,Sage Solutions | Marketing Agency,Birmingham,Data Scientist,28750.0,['ambitious'],On-site,Full-time,4297538305
516,Analytics Graduate Opportunity,Glencore UK,London Area,Data Scientist,0,"['analytical', 'data analysis', 'problem solver', 'excel', 'sql', 'innovation', 'python', 'degree']",On-site,Full-time,4298172818
517,Red Bull Student Marketeer - Sheffield Hallam Univ,Red Bull,Sheffield,Data Scientist,0,[],On-site,Part-time,4251752489
518,"Medical Laboratory Assistant, Biochemistry Departm",Health Services Laboratories,London,Data Scientist,0,"['analytical', 'innovation']",On-site,Contract,4301721647
519,Product Cybersecurity Engineer,Johnson Controls,Belfast,Data Scientist,0,"['degree', 'sql']",Hybrid,Full-time,4256626576
520,NATO Defence and Deterrence Policy,UK Ministry of Defence,London,Data Scientist,0,['c'],empty,Full-time,4295704105
521,Entry Level Management,Rhino Bridge,Maidstone,Data Scientist,0,['collaboration'],On-site,Full-time,4300174003
522,Network Engineer,Searchability®,Kent,Data Scientist,37500.0,"['ambitious', 'html', 'innovation', 'python', 'collaboration']",On-site,Full-time,4301520589
523,Investment strategic AI partnerships Associate,Confidential Company,London Area,Data Scientist,0,"['ai', 'passion', 'analytical', 'collaboration']",Hybrid,Full-time,4292850842
524,Analytical Scientist,Asymchem Group,Sandwich,Data Scientist,0,"['analytical', 'degree', 'r']",On-site,Full-time,4291566432
525,AI/ML Intern,WillHire,United Kingdom,Data Scientist,0,"['bi', 'ai', 'power bi', 'analytical', 'data analysis', 'tableau', 'azure', 'matplotlib', 'aws', 'sql', 'ml', 'pandas', 'python', 'numpy', 'github', 'docker']",Remote,Internship,4299536699
526,Data Scientist (AI & ML),Rightmove,London,Data Scientist,0,"['ai', 'passion', 'machine learning', 'pytorch', 'tensorflow', 'sql', 'innovation', 'ml', 'python', 'data visualisation', 'degree']",Hybrid,Full-time,4247510122
527,Data Analyst Intern,Pimlico Enterprises,United Kingdom,Data Scientist,0,"['power bi', 'bi', 'passion', 'data analysis', 'analytical', 'tableau', 'excel', 'sql']",Remote,Part-time,4294484365
528,Junior Data Scientist,MarketCast,Reading,Data Scientist,0,"['tableau', 'machine learning', 'aws', 'agile', 'sql', 'pandas', 'python', 'degree']",Hybrid,Full-time,4294632629
529,Junior Data Scientist,Verisk,Norwich,Data Scientist,0,"['passion', 'machine learning', 'sql', 'innovation', 'python', 'degree']",Hybrid,Full-time,4296430521
530,Data Analyst Intern,Nexus,United Kingdom,Data Scientist,0,"['power bi', 'bi', 'data analysis', 'analytical', 'tableau', 'excel', 'sql']",Remote,Part-time,4293400822
